# EXAMPLE .CSV FILE FOR BULK SYSTEM UPLOAD
# Required columns (unless using Simbad lookup via the single-system form):
#   main_id : system name / Simbad identifier
#   ra      : right ascension in degrees
#   dec     : declination in degrees
# Optional columns:
#   sp_type : spectral type (e.g. K0, G2V)
#   JNAME   : additional identifier (e.g. Gaia-style name)
#   parallax, parallax_error : Gaia DR3 parallax (mas)
#   pmra_x, pmra_error, pmdec_x, pmdec_error : proper motion (mas/yr)
# Gaia DR3 photometry:
#   phot_g_mean_mag, phot_bp_mean_mag, phot_rp_mean_mag
#   phot_g_mean_magerr, phot_bp_mean_magerr, phot_rp_mean_magerr (optional)
# Other photometry (magnitude columns; matching *err columns optional):
#   Jmag, Hmag, Kmag | W1mag-W4mag | FUV, NUV | Umag, Vmag, Bmag
#   APBmag, APVmag, APGmag, APRmag, APImag
#   SDSSUmag, SDSSGmag, SDSSRmag, SDSSImag, SDSSZmag
#   PANGmag, PANRmag, PANImag, PANZmag, PANYmag
# Use comma-separated values; do not pad column names with spaces.
main_id,ra,dec,sp_type,JNAME,parallax,parallax_error,pmra_x,pmra_error,pmdec_x,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,Jmag,Hmag,Kmag,W1mag,W2mag,W3mag,W4mag,FUV,NUV,Umag,Vmag,Bmag,APBmag,APVmag,APGmag,APRmag,APImag,SDSSUmag,SDSSGmag,SDSSRmag,SDSSImag,SDSSZmag,PANGmag,PANRmag,PANImag,PANZmag,PANYmag
BD+05 2782,205.4131938734694,4.998644372973828,K0,J134139.17+045955.1,2.4094,0.117,0.985,0.26,3.354,0.154,9.641225,10.182092,8.984745,8.119,7.604,7.463,7.408,7.501,7.44,7.403,,,,,,,,,,,,,,,,,,,,
